row_id,final_label,label_name,text_for_model,split_hint,group_split_hint_user,label_quality,candidate_category,clean_review,comment,rating,rating_star,userid,shop_id,item_id,product_title,ctime,char_count,word_count,unique_word_count,unique_word_ratio,repeated_word_count,repetition_score,exclamation_count,uppercase_ratio,high_rating_short_review,user_review_count,user_avg_rating,user_rating_std,seller_review_count,seller_avg_rating,product_review_count,product_avg_rating,is_empty_review
SB2218-0011,1,suspicious_fake_like,bagus bagus kualitas produk sangat baik baik baik baik baik,valid,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,bagus bagus kualitas produk sangat baik baik baik baik baik,bagus bagus kualitas produk sangat baik baik baik baik baik,1.0,5.0,53315722.0,74019644.0,2319443180.0,NETFLIX PREMIUM ULTRA HD 4K PRIVATE ACCOUNT 1 ,1589341079.0,59,10,5,0.5,5,0.5,0,0.0,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0012,0,real_original,terimakasihhh baru pertama beli disini dan langsung sukaaa bakalan langganan hehe mana adminnya fast resp sampe malem masih online,valid,train,processing_final_draft_rule_label,real_candidate,terimakasihhh baru pertama beli disini dan langsung sukaaa bakalan langganan hehe mana adminnya fast resp sampe malem masih online,Terimakasihhh baru pertama beli disini dan langsung sukaaa bakalan langganan hehe .. mana adminnya fast resp sampe malem masih online ,1.0,5.0,25732751.0,77717151.0,1775386739.0,Netflix Premium 1 Bulan Anti B,1590007640.0,130,19,19,1.0,0,0.0,0,0.0089285714285714,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0013,1,suspicious_fake_like,cepat mantap,train,test,processing_final_draft_rule_label,suspicious_candidate,cepat mantap,Cepat.. Mantap ,1.0,5.0,114594894.0,105942456.0,1824313690.0,Netflix Premium Private dan Shared UHD FULL GARANSI ( BUKAN FREE T,1589375115.0,12,2,2,1.0,0,0.0,0,0.1818181818181818,1,1,5.0,0.0,100,4.94,50,4.96,0
SB2218-0014,1,suspicious_fake_like,mntp ga mengecewakan yaaaa always sihh baik adminnya sabar banget huhuhuhu,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,mntp ga mengecewakan yaaaa always sihh baik adminnya sabar banget huhuhuhu,Mntp. Ga mengecewakan yaaaa. Always sihh. Baik adminnya sabar banget huhuhuhu,1.0,5.0,31522748.0,7869512.0,7321033702.0,NETFLIX[GARANSI FULL]PREMIUM UHD + 4 SCREEN PR,1586616385.0,74,11,11,1.0,0,0.0,0,0.0625,0,54,4.962962962962963,0.2721655269759087,50,5.0,50,5.0,0
SB2218-0015,1,suspicious_fake_like,mantul belanja disini,train,train,processing_final_draft_rule_label,suspicious_candidate,mantul belanja disini,Mantul belanja disini,1.0,5.0,571268.0,50522998.0,5918507846.0,NETFLIX PREMIUM + UHD 1 BULAN (PRIVATE + GARANSI) FLASHSALE,1589904122.0,21,3,3,1.0,0,0.0,0,0.0526315789473684,1,1,5.0,0.0,69,4.942028985507246,50,4.92,0
SB2218-0016,0,real_original,engga ngerti lagi cepet banget responnya terus ditanya teknis yg detil2 juga selalu dijawab dengan baik tambah lagi nanti kalau ada apa2 masih buka pintu buat ditanya2 nanti ud fix mau langganan terus mpe bosen nonton pelem,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,engga ngerti lagi cepet banget responnya terus ditanya teknis yg detil2 juga selalu dijawab dengan baik tambah lagi nanti kalau ada apa2 masih buka pintu buat ditanya2 nanti ud fix mau langganan terus mpe bosen nonton pelem,"Engga ngerti lagi. Cepet banget responnya. Terus ditanya teknis yg detil2 juga selalu dijawab dengan baik. Tambah lagi nanti kalau ada apa2, masih buka pintu buat ditanya2. Nanti ud fix mau langganan terus mpe bosen nonton pelem. ",1.0,5.0,106369343.0,96184553.0,2372272450.0,NETFLIX PREMIUM UHD 1 BULAN ANTI ON HOLD GARANSI TR,1588674876.0,223,37,34,0.918918918918919,3,0.081081081081081,0,0.0271739130434782,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0017,0,real_original,responsif ramah pengiriman cepat dibantu sampe bisa karena saya pengguna indihome ada garansi full 6 bulan,train,train,processing_final_draft_rule_label,real_candidate,responsif ramah pengiriman cepat dibantu sampe bisa karena saya pengguna indihome ada garansi full 6 bulan,"Responsif, ramah, pengiriman cepat. Dibantu sampe bisa karena saya pengguna indihome. Ada garansi full 6 bulan 👍",1.0,5.0,161138830.0,235218826.0,6234490977.0,Netflix Premium 6 Bulan Full Garansi,1590485832.0,106,16,16,1.0,0,0.0,0,0.0333333333333333,0,1,5.0,0.0,12,5.0,1,5.0,0
SB2218-0018,0,real_original,mantep sih udah bulan ketiga beli ini selalu cepet respon dan langsung bisa dipake,train,train,processing_final_draft_rule_label,real_candidate,mantep sih udah bulan ketiga beli ini selalu cepet respon dan langsung bisa dipake,"Mantep sih udah bulan ketiga beli ini, selalu cepet respon dan langsung bisa dipake",1.0,5.0,52632800.0,27986767.0,1585418438.0,NETFLIX PREMIUM 1 BULAN ANTI ON,1589881765.0,82,14,14,1.0,0,0.0,0,0.0144927536231884,0,2,5.0,0.0,50,4.96,50,4.96,0
SB2218-0019,1,suspicious_fake_like,recomendet seller sesuai sama yang di iklan pelayanan baik pemorsesan yang cepat sekali makasih gan berfungsi dengan baik,train,valid,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,recomendet seller sesuai sama yang di iklan pelayanan baik pemorsesan yang cepat sekali makasih gan berfungsi dengan baik,"recomendet seller. sesuai sama yang di iklan pelayanan baik, pemorsesan yang cepat sekali. makasih gan berfungsi dengan baik",1.0,5.0,36300581.0,1912337.0,2890904100.0,"Nord VPN Premium exp sampai 2025 Bypass Netflix dll, bisa Indihome/Telkomsel, Termurah, Garansi!",1589364635.0,121,18,16,0.8888888888888888,2,0.1111111111111111,0,0.0,0,2,5.0,0.0,200,4.905,50,4.84,0
SB2218-0020,0,real_original,nord vpn nya jalan akun disney nya tdk bs digunakan setelah 4 hari admin di chat yg balas auto reply,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,nord vpn nya jalan akun disney nya tdk bs digunakan setelah 4 hari admin di chat yg balas auto reply,"Nord VPN nya jalan, akun disney nya tdk bs digunakan setelah 4 hari. Admin di chat yg balas auto reply. ",0.0,2.0,54827119.0,1912337.0,4308750572.0,"Disney+ Plus Premium Lifetime Auto Renewal, Hulu, ESPN+ dll, Termurah, Garansi",1590732843.0,100,20,19,0.95,1,0.05,0,0.0625,0,1,2.0,0.0,200,4.905,50,4.86,0
SB2218-0021,1,suspicious_fake_like,berhasil thanks seller,train,test,processing_final_draft_rule_label,suspicious_candidate,berhasil thanks seller,"berhasil, thanks seller",1.0,5.0,5383191.0,150662160.0,6229977155.0,NETFLIX PREMIUM  1 BULAN ANTI ON,1589971197.0,22,3,3,1.0,0,0.0,0,0.0,1,1,5.0,0.0,50,4.6,50,4.6,0
SB2218-0022,1,suspicious_fake_like,tidak sesuai dengan yang di keterangan nya di blng 1 akun buat 1 bln tapi baru satu minggu udh tidak bisa dan tidak ada respon dr penjual,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,tidak sesuai dengan yang di keterangan nya di blng 1 akun buat 1 bln tapi baru satu minggu udh tidak bisa dan tidak ada respon dr penjual,Tidak sesuai dengan yang di keterangan nya di blng 1 akun buat 1 bln tapi baru satu minggu udh tidak bisa dan tidak ada respon dr penjual ,-1.0,1.0,136875423.0,52886923.0,1016894748.0,[TRUSTED]NETFLIX PAKET 6 BULAN PREMIUM 100% aman dan legal,1587653377.0,137,27,23,0.8518518518518519,4,0.1481481481481481,0,0.0091743119266055,0,1,1.0,0.0,119,4.453781512605042,34,4.705882352941177,0
SB2218-0023,0,real_original,semoga gaada kendala ya biar bisa langganan terus hehehehe,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,semoga gaada kendala ya biar bisa langganan terus hehehehe,Semoga gaada kendala ya biar bisa langganan terus hehehehe,1.0,5.0,76761903.0,43809563.0,4424230615.0,NETFLIX PREMIUM PRIVATE UHD GARANSI FULL ATAU SH,1590525253.0,58,9,9,1.0,0,0.0,0,0.02,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0024,0,real_original,huhu sedih br beli 3 hari kena onhold tapi gapapa kok kaak emg mungkin dr netflix nya,train,train,processing_final_draft_rule_label,real_candidate,huhu sedih br beli 3 hari kena onhold tapi gapapa kok kaak emg mungkin dr netflix nya,"huhu sedih br beli 3 hari kena onhold, tapi gapapa kok kaak emg mungkin dr netflix nya ",0.0,3.0,50341750.0,20083915.0,2135928605.0,Netflix Private Murah. Premium 1 bulan. Bisa untuk 4 devices sekaligus.,1586840219.0,85,17,17,1.0,0,0.0,0,0.0,0,1,3.0,0.0,50,4.84,50,4.84,0
SB2218-0025,1,suspicious_fake_like,good response,train,train,processing_final_draft_rule_label,suspicious_candidate,good response,Good response,1.0,5.0,233800063.0,183586206.0,5215825725.0,Netflix Premium 1 Month - Sharing Account 4K UHD,1584929544.0,13,2,2,1.0,0,0.0,0,0.0833333333333333,1,1,5.0,0.0,30,5.0,30,5.0,0
SB2218-0026,1,suspicious_fake_like,yeyy jadi bisa nntn di netflixxx kualitas produk sangat baik respons dari penjual sabar dan selalu mengupdate harga produk lumayan baik untuk tiga bulan kecepatan nya juga sangat baik hari h nya langsung diberikan infonya overall sangat baik terima kasih min,train,valid,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,yeyy jadi bisa nntn di netflixxx kualitas produk sangat baik respons dari penjual sabar dan selalu mengupdate harga produk lumayan baik untuk tiga bulan kecepatan nya juga sangat baik hari h nya langsung diberikan infonya overall sangat baik terima kasih min,"Yeyy jadi bisa nntn di netflixxx, kualitas produk sangat baik, respons dari  penjual sabar dan selalu mengupdate, harga produk lumayan baik untuk tiga bulan. Kecepatan nya juga sangat baik hari h nya langsung diberikan infonya. Overall sangat baik, terima kasih min! ",1.0,5.0,88932384.0,89098813.0,3101903821.0,NETFLIX PREMIUM 1 Bulan FREE TRIAL/ANTI ON HOLD/PERPANJANG,1581127447.0,258,41,34,0.8292682926829268,7,0.1707317073170731,1,0.0137614678899082,0,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0027,0,real_original,murah dan cepat sih pelayanannya ya moga2 aja bener mau kasih garansi 1 tahun bukan selama stok produk masih ada,train,test,processing_final_draft_rule_label,real_candidate,murah dan cepat sih pelayanannya ya moga2 aja bener mau kasih garansi 1 tahun bukan selama stok produk masih ada,"Murah dan cepat sih pelayanannya.   Ya moga2 aja bener mau kasih garansi 1 tahun, bukan ""selama stok produk masih ada"" :)   ",1.0,5.0,53052993.0,55853387.0,7520664145.0,NETFLIX 1 TAHUN [ULTRA HD] GARANSI ,1588593442.0,112,20,20,1.0,0,0.0,0,0.0219780219780219,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0028,1,suspicious_fake_like,kualitas produk sangat baik pengiriman super cepat dan tidak ada masalah,train,test,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,kualitas produk sangat baik pengiriman super cepat dan tidak ada masalah,"Kualitas produk sangat baik, pengiriman super cepat dan tidak ada masalah",1.0,5.0,26851985.0,49548378.0,5131173210.0,Netflix Premium 1 Bulan GARANSI,1590579349.0,72,11,11,1.0,0,0.0,0,0.0161290322580645,0,31,5.0,0.0,34,4.852941176470588,34,4.852941176470588,0
SB2218-0029,1,suspicious_fake_like,dulu pernah langganan 1 tahun di sini trus waktu harganya naik jauh sempet beralih ke yg lain yg akun lifetime tapi sharing dan nyesel bangett haha soalnya waktu ada problem sellernya kabur kalo di sini seller komunikatif sistemnya jelas langganan setahun lagi jadinya,train,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,dulu pernah langganan 1 tahun di sini trus waktu harganya naik jauh sempet beralih ke yg lain yg akun lifetime tapi sharing dan nyesel bangett haha soalnya waktu ada problem sellernya kabur kalo di sini seller komunikatif sistemnya jelas langganan setahun lagi jadinya,"dulu pernah langganan 1 tahun di sini trus waktu harganya naik jauh sempet beralih ke yg lain yg akun lifetime tapi sharing, dan nyesel bangett haha 😭🤣 soalnya waktu ada problem sellernya kabur. kalo di sini seller komunikatif & sistemnya jelas. langganan setahun lagi jadinya 😆",1.0,5.0,8314607.0,52886923.0,896272444.0,[TRUSTED]NETFLIX PAKET 1 TAHUN PREMIUM 100% aman dan ,1587191623.0,268,43,38,0.8837209302325582,5,0.1162790697674418,0,0.0,0,1,5.0,0.0,119,4.453781512605042,35,4.857142857142857,0
SB2218-0030,1,suspicious_fake_like,walau responnya tadi lama bgt mungkin krn lagi hari thn baru mungkin sihuk tp sisanya bagus semua,train,test,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,walau responnya tadi lama bgt mungkin krn lagi hari thn baru mungkin sihuk tp sisanya bagus semua,walau responnya tadi lama bgt mungkin krn lagi hari thn baru mungkin sihuk tp sisanya bagus semua ,1.0,5.0,32570689.0,85190308.0,5906681615.0,Netflix Premium Account 4k Ultra HD Sharing Akun ANTI ONHOLD Full Garansi,1577873188.0,97,17,16,0.9411764705882352,1,0.0588235294117647,0,0.0,0,2,5.0,0.0,98,4.959183673469388,50,4.96,0
SB2218-0031,1,suspicious_fake_like,kualitas produk sangat baik kualitas produk sangat baik kualitas produk sangat baik,train,test,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,kualitas produk sangat baik kualitas produk sangat baik kualitas produk sangat baik,Kualitas produk sangat baik Kualitas produk sangat baik Kualitas produk sangat baik,1.0,5.0,7045187.0,157852268.0,7314470026.0,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1586883231.0,83,12,4,0.3333333333333333,8,0.6666666666666666,0,0.0416666666666666,0,1,5.0,0.0,150,4.3933333333333335,50,3.66,0
SB2218-0032,1,suspicious_fake_like,bagus cepet,valid,train,processing_final_draft_rule_label,suspicious_candidate,bagus cepet,Bagus cepet👍👍👍👍,1.0,5.0,63541759.0,88870564.0,2487672761.0,Netflix Lifetime ( Garansi Seumur hi,1588281414.0,11,2,2,1.0,0,0.0,0,0.1,1,1,5.0,0.0,150,5.0,50,5.0,0
SB2218-0033,1,suspicious_fake_like,mantap,train,test,processing_final_draft_rule_label,suspicious_candidate,mantap,Mantap. ,1.0,5.0,73989497.0,89098813.0,3101903821.0,NETFLIX PREMIUM 1 Bulan FREE TRIAL/ANTI ON HOLD/PERPANJANG,1578941586.0,6,1,1,1.0,0,0.0,0,0.1666666666666666,1,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0034,0,real_original,respon penjual cepat dan langsung bisa konek terima kasih ya,train,train,processing_final_draft_rule_label,real_candidate,respon penjual cepat dan langsung bisa konek terima kasih ya,Respon penjual cepat dan langsung bisa konek. Terima kasih ya,1.0,5.0,138533365.0,59508259.0,2373540050.0,(1BULAN = 29K) NETFLIX PREMIUM ULTRA HD 4K ANTI ONHOLD 1 BULAN RESMI BERGARANSI TERMURAH,1588837483.0,60,10,10,1.0,0,0.0,0,0.0392156862745098,0,1,5.0,0.0,50,4.96,50,4.96,0
SB2218-0035,0,real_original,respon seller cepat dan ramah netflixnya langsung bisa dipakai dan ada sandingnya juga tiap akun jadi aman,train,valid,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,respon seller cepat dan ramah netflixnya langsung bisa dipakai dan ada sandingnya juga tiap akun jadi aman,"Respon seller cepat dan ramah, netflixnya langsung bisa dipakai dan ada sandingnya juga tiap akun jadi aman",1.0,5.0,110118674.0,14590629.0,3931808012.0,TERMURAH! NETFLIX PREMIUM SHARING 30 HARI BERGARANSI ANTI ON,1588668844.0,106,17,16,0.9411764705882352,1,0.0588235294117647,0,0.0111111111111111,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0036,0,real_original,sangat bermanfaat mengisi waktu di saat harus tinggal di rumah selama pandemi ini terima kasih,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,sangat bermanfaat mengisi waktu di saat harus tinggal di rumah selama pandemi ini terima kasih,Sangat bermanfaat mengisi waktu di saat harus tinggal di rumah selama pandemi ini. Terima kasih,1.0,5.0,27979717.0,55853387.0,7520664145.0,NETFLIX 1 TAHUN [ULTRA HD] GARANSI ,1589273592.0,94,15,14,0.9333333333333332,1,0.0666666666666666,0,0.025,0,1,5.0,0.0,50,5.0,50,5.0,0
SB2218-0037,0,real_original,mantullll gak pake lama langsung dikirim email dan password keren bangettt thanks ya kak rekomendasiin ini buat temen temen yang masih dirumahaja yapppp thankyou sekali lagi,train,train,processing_final_draft_rule_label,real_candidate,mantullll gak pake lama langsung dikirim email dan password keren bangettt thanks ya kak rekomendasiin ini buat temen temen yang masih dirumahaja yapppp thankyou sekali lagi,Mantullll !!!! Gak pake lama langsung dikirim email dan password! Keren bangettt thanks ya kak ! Rekomendasiin ini buat temen temen yang masih #dirumahaja ! Yapppp thankyou sekali lagi🥳,1.0,5.0,118499415.0,134248812.0,4822872755.0,NETFLIX PREMIUM 1 BULAN 4K ANTI ON,1588272525.0,173,26,25,0.9615384615384616,1,0.0384615384615384,7,0.0337837837837837,0,1,5.0,0.0,100,4.99,50,4.98,0
SB2218-0038,1,suspicious_fake_like,puas sekali terimakasih banyak,test,train,prefilled_rule_from_uncertain_pool,prefilled_suspicious_from_uncertain,puas sekali terimakasih banyak,Puas sekali. Terimakasih banyak. ,1.0,5.0,53564228.0,55853387.0,7520664145.0,NETFLIX 1 TAHUN [ULTRA HD] GARANSI ,1588604487.0,30,4,4,1.0,0,0.0,0,0.074074074074074,0,2,5.0,0.0,50,5.0,50,5.0,0
SB2218-0039,1,suspicious_fake_like,mantap lah,train,train,processing_final_draft_rule_label,suspicious_candidate,mantap lah,Mantap lah,1.0,5.0,103213933.0,157852268.0,7314470026.0,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1589865459.0,10,2,2,1.0,0,0.0,0,0.1111111111111111,1,1,5.0,0.0,150,4.3933333333333335,50,3.66,0
SB2218-0040,0,real_original,setelah saya cek memang trusted ini seller akun netflix premiumnya original legal resmi juga bergaransi juga dari pihak penjualnya selama 1 tahun seller sabar walaupun saya agak rempong v toko idaman banget deh hahaha kuy langsung merapat beli gaskeun,train,train,prefilled_rule_from_uncertain_pool,prefilled_real_from_uncertain,setelah saya cek memang trusted ini seller akun netflix premiumnya original legal resmi juga bergaransi juga dari pihak penjualnya selama 1 tahun seller sabar walaupun saya agak rempong v toko idaman banget deh hahaha kuy langsung merapat beli gaskeun,Setelah saya cek memang trusted ini seller akun netflix premiumnya original legal resmi juga bergaransi juga dari pihak penjualnya selama 1 tahun. Seller sabar walaupun saya agak rempong :v. Toko idaman banget deh hahaha... Kuy langsung merapat beli gaskeun,1.0,5.0,226564528.0,26447023.0,7721416130.0,Akun Netflix Premium Sharing Private 1 Bulan 6 Bulan 12 Bulan 1 Tahun Original Garansi Resmi Legal,1586829951.0,251,39,36,0.9230769230769232,3,0.0769230769230769,0,0.0188679245283018,0,1,5.0,0.0,17,5.0,17,5.0,0
SB2218-0041,1,suspicious_fake_like,terbaik langganan disini akunnya 100 aman 1 customer 1 profil ngga seperti di seller sebelah akunnya di share sama orang sekampung thanks kak,train,train,processing_final_draft_rule_label,suspicious_candidate,terbaik langganan disini akunnya 100 aman 1 customer 1 profil ngga seperti di seller sebelah akunnya di share sama orang sekampung thanks kak,"Terbaik langganan disini akunnya 100% aman. 1 customer = 1 profil. Ngga seperti di seller sebelah akunnya di share sama orang sekampung

Thanks kak",1.0,5.0,253739342.0,5198077.0,1418529360.0,Netflix Premium Anti On Hold Sharing Account Resmi indo,1589548159.0,141,23,20,0.8695652173913043,3,0.1304347826086956,0,0.0263157894736842,0,22,5.0,0.0,50,4.9,50,4.9,0
SB2218-0042,0,real_original,penjual tidak merespon sudah lebih dari 2 24 produk belum lama dipakai langsung rusak rating produk keliatannya palsu liat sj sendiri,valid,test,processing_final_draft_rule_label,real_candidate,penjual tidak merespon sudah lebih dari 2 24 produk belum lama dipakai langsung rusak rating produk keliatannya palsu liat sj sendiri,penjual tidak merespon sudah lebih dari 2×24. produk belum lama dipakai langsung rusak.  rating produk keliatannya palsu. liat sj sendiri .,-1.0,1.0,90338896.0,157852268.0,7314470026.0,"Nord VPN Premium 3 Years Bypass Netflix, Indihome, Telkomsel Warranty",1590157036.0,133,21,20,0.9523809523809524,1,0.0476190476190476,0,0.0,0,1,1.0,0.0,150,4.3933333333333335,50,3.66,0
